{'task_description': 1, 'ctr_description': 3, 'statement_description': 0, 'highlight_description': 0, 'answer_description': 1}, 0.7348342714196372
{'task_description': 5, 'ctr_description': 3, 'statement_description': 0, 'highlight_description': 3, 'answer_description': 0}, 0.7286704853783539
{'task_description': 3, 'ctr_description': 3, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 1}, 0.7282608695652174
{'task_description': 0, 'ctr_description': 0, 'statement_description': 0, 'highlight_description': 0, 'answer_description': 0}, 0.724938111074992
{'task_description': 1, 'ctr_description': 2, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 1}, 0.7248280175109443
{'task_description': 2, 'ctr_description': 1, 'statement_description': 0, 'highlight_description': 2, 'answer_description': 0}, 0.7241656009428521
{'task_description': 6, 'ctr_description': 5, 'statement_description': 0, 'highlight_description': 4, 'answer_description': 1}, 0.6997297567811029
{'task_description': 0, 'ctr_description': 2, 'statement_description': 0, 'highlight_description': 3, 'answer_description': 2}, 0.6997297567811029
{'task_description': 5, 'ctr_description': 5, 'statement_description': 0, 'highlight_description': 4, 'answer_description': 1}, 0.6943811217715875
{'task_description': 5, 'ctr_description': 3, 'statement_description': 2, 'highlight_description': 3, 'answer_description': 2}, 0.6884735202492211
{'task_description': 4, 'ctr_description': 2, 'statement_description': 0, 'highlight_description': 3, 'answer_description': 1}, 0.6821312343903732
{'task_description': 5, 'ctr_description': 3, 'statement_description': 0, 'highlight_description': 3, 'answer_description': 1}, 0.6807782929239188
{'task_description': 4, 'ctr_description': 5, 'statement_description': 1, 'highlight_description': 3, 'answer_description': 2}, 0.67996799679968
{'task_description': 6, 'ctr_description': 4, 'statement_description': 0, 'highlight_description': 3, 'answer_description': 1}, 0.6760805749569794
{'task_description': 4, 'ctr_description': 3, 'statement_description': 2, 'highlight_description': 3, 'answer_description': 1}, 0.6678743961352657
{'task_description': 4, 'ctr_description': 3, 'statement_description': 2, 'highlight_description': 3, 'answer_description': 1}, 0.6678743961352657
{'task_description': 4, 'ctr_description': 3, 'statement_description': 2, 'highlight_description': 3, 'answer_description': 1}, 0.6678743961352657
{'task_description': 2, 'ctr_description': 5, 'statement_description': 1, 'highlight_description': 3, 'answer_description': 0}, 0.6558356108917907
{'task_description': 0, 'ctr_description': 2, 'statement_description': 1, 'highlight_description': 4, 'answer_description': 1}, 0.6498599439775911
{'task_description': 0, 'ctr_description': 3, 'statement_description': 1, 'highlight_description': 4, 'answer_description': 1}, 0.6498599439775911
{'task_description': 4, 'ctr_description': 5, 'statement_description': 1, 'highlight_description': 3, 'answer_description': 0}, 0.6475905922010265
{'task_description': 4, 'ctr_description': 2, 'statement_description': 2, 'highlight_description': 4, 'answer_description': 1}, 0.6342593752348505
{'task_description': 2, 'ctr_description': 3, 'statement_description': 1, 'highlight_description': 3, 'answer_description': 0}, 0.6292063492063492
{'task_description': 6, 'ctr_description': 2, 'statement_description': 1, 'highlight_description': 3, 'answer_description': 0}, 0.6262626262626263
{'task_description': 4, 'ctr_description': 3, 'statement_description': 1, 'highlight_description': 3, 'answer_description': 0}, 0.6202791461412152
