{'task_description': 0, 'doc_description': 1, 'answer_description': 0, 'example_description': 1}, 0.23497596678823954
{'task_description': 3, 'doc_description': 3, 'answer_description': 2, 'example_description': 0}, 0.23156416439141903
{'task_description': 2, 'doc_description': 6, 'answer_description': 5, 'example_description': 1}, 0.2295895576691036
{'task_description': 2, 'doc_description': 2, 'answer_description': 2, 'example_description': 1}, 0.2267680768187296
{'task_description': 5, 'doc_description': 4, 'answer_description': 0, 'example_description': 2}, 0.22506109491783166
{'task_description': 1, 'doc_description': 0, 'answer_description': 0, 'example_description': 0}, 0.22344439383666237
{'task_description': 4, 'doc_description': 0, 'answer_description': 5, 'example_description': 2}, 0.22239158617923513
{'task_description': 0, 'doc_description': 0, 'answer_description': 1, 'example_description': 1}, 0.22164460217504844
{'task_description': 2, 'doc_description': 5, 'answer_description': 5, 'example_description': 1}, 0.21895119815432432
{'task_description': 2, 'doc_description': 6, 'answer_description': 0, 'example_description': 1}, 0.2174067521562591
{'task_description': 2, 'doc_description': 5, 'answer_description': 5, 'example_description': 3}, 0.21535642178103498
{'task_description': 2, 'doc_description': 5, 'answer_description': 0, 'example_description': 1}, 0.21474175214913815
{'task_description': 5, 'doc_description': 0, 'answer_description': 5, 'example_description': 4}, 0.20893606090157604
{'task_description': 4, 'doc_description': 5, 'answer_description': 0, 'example_description': 1}, 0.20753065823977085
{'task_description': 2, 'doc_description': 0, 'answer_description': 0, 'example_description': 1}, 0.20681521939350805
{'task_description': 4, 'doc_description': 4, 'answer_description': 0, 'example_description': 4}, 0.205457174976954
{'task_description': 2, 'doc_description': 0, 'answer_description': 3, 'example_description': 3}, 0.2049834430202334
{'task_description': 4, 'doc_description': 0, 'answer_description': 0, 'example_description': 1}, 0.20385581527675103
{'task_description': 4, 'doc_description': 0, 'answer_description': 3, 'example_description': 1}, 0.20067655861329736
{'task_description': 4, 'doc_description': 6, 'answer_description': 4, 'example_description': 1}, 0.20022269227889833
{'task_description': 5, 'doc_description': 0, 'answer_description': 4, 'example_description': 1}, 0.2000137281277765
{'task_description': 5, 'doc_description': 0, 'answer_description': 3, 'example_description': 4}, 0.19990761881090297
{'task_description': 2, 'doc_description': 6, 'answer_description': 4, 'example_description': 4}, 0.1951560454496148
{'task_description': 4, 'doc_description': 0, 'answer_description': 4, 'example_description': 1}, 0.19486002157135374
{'task_description': 2, 'doc_description': 0, 'answer_description': 3, 'example_description': 4}, 0.19107904586664318
