{'task_description': 1, 'ctr_description': 1, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 1}, 0.724938111074992
{'task_description': 3, 'ctr_description': 3, 'statement_description': 0, 'highlight_description': 2, 'answer_description': 2}, 0.7248280175109443
{'task_description': 3, 'ctr_description': 6, 'statement_description': 0, 'highlight_description': 3, 'answer_description': 3}, 0.7229986653572058
{'task_description': 0, 'ctr_description': 0, 'statement_description': 0, 'highlight_description': 2, 'answer_description': 0}, 0.7146504467973267
{'task_description': 4, 'ctr_description': 2, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 5}, 0.7133878064110623
{'task_description': 5, 'ctr_description': 4, 'statement_description': 0, 'highlight_description': 2, 'answer_description': 4}, 0.7099709970997099
{'task_description': 0, 'ctr_description': 1, 'statement_description': 1, 'highlight_description': 1, 'answer_description': 1}, 0.7098839535814325
{'task_description': 2, 'ctr_description': 2, 'statement_description': 0, 'highlight_description': 0, 'answer_description': 1}, 0.7049336100622641
{'task_description': 3, 'ctr_description': 4, 'statement_description': 0, 'highlight_description': 3, 'answer_description': 3}, 0.7017113678303293
{'task_description': 3, 'ctr_description': 2, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 6}, 0.7010463378176383
{'task_description': 3, 'ctr_description': 2, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 3}, 0.6995238216495633
{'task_description': 3, 'ctr_description': 6, 'statement_description': 0, 'highlight_description': 2, 'answer_description': 5}, 0.6992481203007519
{'task_description': 3, 'ctr_description': 6, 'statement_description': 0, 'highlight_description': 2, 'answer_description': 5}, 0.6992481203007519
{'task_description': 5, 'ctr_description': 4, 'statement_description': 0, 'highlight_description': 2, 'answer_description': 5}, 0.6940745755911633
{'task_description': 3, 'ctr_description': 5, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 5}, 0.6932746700188561
{'task_description': 3, 'ctr_description': 2, 'statement_description': 3, 'highlight_description': 2, 'answer_description': 6}, 0.6893381884851417
{'task_description': 4, 'ctr_description': 4, 'statement_description': 3, 'highlight_description': 2, 'answer_description': 6}, 0.683218101822753
{'task_description': 4, 'ctr_description': 1, 'statement_description': 0, 'highlight_description': 2, 'answer_description': 5}, 0.6807782929239188
{'task_description': 4, 'ctr_description': 4, 'statement_description': 3, 'highlight_description': 2, 'answer_description': 7}, 0.6767676767676768
{'task_description': 3, 'ctr_description': 6, 'statement_description': 2, 'highlight_description': 2, 'answer_description': 4}, 0.6760805749569794
{'task_description': 4, 'ctr_description': 2, 'statement_description': 2, 'highlight_description': 1, 'answer_description': 7}, 0.6744990336690062
{'task_description': 3, 'ctr_description': 1, 'statement_description': 2, 'highlight_description': 2, 'answer_description': 6}, 0.6647324306898775
{'task_description': 3, 'ctr_description': 1, 'statement_description': 4, 'highlight_description': 2, 'answer_description': 5}, 0.6558356108917907
{'task_description': 5, 'ctr_description': 2, 'statement_description': 4, 'highlight_description': 1, 'answer_description': 4}, 0.64
{'task_description': 4, 'ctr_description': 6, 'statement_description': 4, 'highlight_description': 1, 'answer_description': 4}, 0.6329352608422376
