{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.1380346939038884
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.13696913268715616
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.13669372422161513
{'task_description': 0, 'doc_description': 0, 'answer_description': 1}, 0.13462283793300656
{'task_description': 1, 'doc_description': 1, 'answer_description': 1}, 0.13417368060822032
{'task_description': 0, 'doc_description': 1, 'answer_description': 0}, 0.1340667805868905
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.13396859069409559
{'task_description': 0, 'doc_description': 0, 'answer_description': 1}, 0.1335485296569002
{'task_description': 0, 'doc_description': 1, 'answer_description': 0}, 0.1329617170459676
{'task_description': 1, 'doc_description': 1, 'answer_description': 0}, 0.13293147231592886
{'task_description': 0, 'doc_description': 0, 'answer_description': 2}, 0.1328235034588895
{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.13186936939728577
{'task_description': 0, 'doc_description': 0, 'answer_description': 1}, 0.13186667933746568
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.13179921334047795
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.13096272716068016
{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.1303007124417169
{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.1297109094097955
{'task_description': 0, 'doc_description': 0, 'answer_description': 1}, 0.12958382512531885
{'task_description': 1, 'doc_description': 0, 'answer_description': 2}, 0.12842569827317937
{'task_description': 0, 'doc_description': 1, 'answer_description': 0}, 0.1282188568992929
{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.12674649733916643
{'task_description': 2, 'doc_description': 1, 'answer_description': 1}, 0.12484878551669064
{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.12430832603957831
{'task_description': 2, 'doc_description': 0, 'answer_description': 0}, 0.1240489257007346
{'task_description': 2, 'doc_description': 0, 'answer_description': 1}, 0.12149633237531461
