{'task_description': 0, 'doc_description': 2, 'answer_description': 2}, 0.15250749781167558
{'task_description': 3, 'doc_description': 2, 'answer_description': 3}, 0.1500274128714574
{'task_description': 2, 'doc_description': 1, 'answer_description': 3}, 0.14409359688520654
{'task_description': 1, 'doc_description': 1, 'answer_description': 3}, 0.14155495296807083
{'task_description': 1, 'doc_description': 1, 'answer_description': 3}, 0.14036167863739288
{'task_description': 4, 'doc_description': 1, 'answer_description': 4}, 0.14018939104613407
{'task_description': 4, 'doc_description': 1, 'answer_description': 4}, 0.13824630677884783
{'task_description': 4, 'doc_description': 0, 'answer_description': 1}, 0.13783889430901627
{'task_description': 0, 'doc_description': 2, 'answer_description': 4}, 0.13698382304812856
{'task_description': 1, 'doc_description': 1, 'answer_description': 0}, 0.13413749110328488
{'task_description': 3, 'doc_description': 1, 'answer_description': 0}, 0.1336689173916217
{'task_description': 3, 'doc_description': 1, 'answer_description': 0}, 0.13355389362159661
{'task_description': 3, 'doc_description': 1, 'answer_description': 2}, 0.13325475069117568
{'task_description': 3, 'doc_description': 1, 'answer_description': 4}, 0.13313624827292148
{'task_description': 4, 'doc_description': 0, 'answer_description': 2}, 0.1318697441168076
{'task_description': 1, 'doc_description': 2, 'answer_description': 0}, 0.13088535588965508
{'task_description': 4, 'doc_description': 1, 'answer_description': 0}, 0.12995147429759002
{'task_description': 2, 'doc_description': 1, 'answer_description': 4}, 0.12924489653652502
{'task_description': 2, 'doc_description': 1, 'answer_description': 0}, 0.12616641834752831
{'task_description': 1, 'doc_description': 1, 'answer_description': 1}, 0.12385809117956943
{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.11938442908422398
{'task_description': 1, 'doc_description': 1, 'answer_description': 2}, 0.11769710452194211
{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.11758266521273993
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.11285391016373177
{'task_description': 1, 'doc_description': 1, 'answer_description': 4}, 0.1053837780954614
