{'task_description': 2, 'ctr_description': 2, 'statement_description': 1, 'highlight_description': 1, 'answer_description': 0}, 0.7487689679429204
{'task_description': 1, 'ctr_description': 0, 'statement_description': 0, 'highlight_description': 0, 'answer_description': 1}, 0.744993624840621
{'task_description': 0, 'ctr_description': 1, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.7444825772188681
{'task_description': 0, 'ctr_description': 1, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.7444825772188681
{'task_description': 0, 'ctr_description': 1, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.7444825772188681
{'task_description': 2, 'ctr_description': 1, 'statement_description': 3, 'highlight_description': 1, 'answer_description': 0}, 0.7373737373737375
{'task_description': 2, 'ctr_description': 4, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.7362012987012987
{'task_description': 2, 'ctr_description': 4, 'statement_description': 0, 'highlight_description': 0, 'answer_description': 2}, 0.7344622861294121
{'task_description': 4, 'ctr_description': 5, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.7272727272727273
{'task_description': 4, 'ctr_description': 5, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.7272727272727273
{'task_description': 3, 'ctr_description': 1, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.7234443746071653
{'task_description': 4, 'ctr_description': 4, 'statement_description': 3, 'highlight_description': 1, 'answer_description': 0}, 0.7229986653572058
{'task_description': 2, 'ctr_description': 0, 'statement_description': 3, 'highlight_description': 1, 'answer_description': 0}, 0.7189883580891208
{'task_description': 3, 'ctr_description': 0, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.7159090909090908
{'task_description': 3, 'ctr_description': 0, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.7159090909090908
{'task_description': 2, 'ctr_description': 4, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 2}, 0.7149928748218706
{'task_description': 4, 'ctr_description': 4, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.7111803602644979
{'task_description': 3, 'ctr_description': 4, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.7037483367226531
{'task_description': 3, 'ctr_description': 1, 'statement_description': 0, 'highlight_description': 0, 'answer_description': 0}, 0.7033312382149592
{'task_description': 3, 'ctr_description': 3, 'statement_description': 2, 'highlight_description': 1, 'answer_description': 0}, 0.6985227615315044
{'task_description': 3, 'ctr_description': 0, 'statement_description': 0, 'highlight_description': 0, 'answer_description': 0}, 0.6963255390221682
{'task_description': 4, 'ctr_description': 0, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.6948428440646933
{'task_description': 4, 'ctr_description': 3, 'statement_description': 3, 'highlight_description': 1, 'answer_description': 2}, 0.6888799678843838
{'task_description': 3, 'ctr_description': 5, 'statement_description': 2, 'highlight_description': 1, 'answer_description': 2}, 0.6767676767676768
{'task_description': 4, 'ctr_description': 5, 'statement_description': 2, 'highlight_description': 1, 'answer_description': 2}, 0.6744990336690062
