{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.13445853755416767
{'task_description': 0, 'doc_description': 0, 'answer_description': 2}, 0.13380998032401617
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.1336469250283199
{'task_description': 0, 'doc_description': 1, 'answer_description': 2}, 0.13349438223130417
{'task_description': 0, 'doc_description': 0, 'answer_description': 2}, 0.1320773699429901
{'task_description': 0, 'doc_description': 0, 'answer_description': 1}, 0.13206633159278144
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.13130792364069768
{'task_description': 0, 'doc_description': 0, 'answer_description': 3}, 0.1310080713902874
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.13083521319526933
{'task_description': 0, 'doc_description': 1, 'answer_description': 0}, 0.13004895705438788
{'task_description': 0, 'doc_description': 0, 'answer_description': 2}, 0.12921788017164001
{'task_description': 0, 'doc_description': 1, 'answer_description': 2}, 0.12866138940239388
{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.12863743979890865
{'task_description': 1, 'doc_description': 0, 'answer_description': 0}, 0.12824891432408855
{'task_description': 0, 'doc_description': 0, 'answer_description': 1}, 0.12807498432870387
{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.12672473930715722
{'task_description': 1, 'doc_description': 0, 'answer_description': 3}, 0.12507187490113145
{'task_description': 1, 'doc_description': 0, 'answer_description': 0}, 0.12494658071791069
{'task_description': 1, 'doc_description': 1, 'answer_description': 3}, 0.12459852400452637
{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.12454608290979531
{'task_description': 1, 'doc_description': 1, 'answer_description': 2}, 0.12447811797802633
{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.12209613946025426
{'task_description': 1, 'doc_description': 0, 'answer_description': 0}, 0.12196657137832233
{'task_description': 1, 'doc_description': 1, 'answer_description': 0}, 0.12143488736947006
{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.12096130488174865
