{'task_description': 2, 'doc_description': 1, 'answer_description': 1}, 0.2180980821633911
{'task_description': 0, 'doc_description': 1, 'answer_description': 0}, 0.21583702723540396
{'task_description': 2, 'doc_description': 0, 'answer_description': 0}, 0.2119606688752464
{'task_description': 2, 'doc_description': 0, 'answer_description': 1}, 0.21106223951397163
{'task_description': 0, 'doc_description': 1, 'answer_description': 2}, 0.21060443747859908
{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.20961314129965464
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.20959588079776845
{'task_description': 0, 'doc_description': 0, 'answer_description': 1}, 0.20951261906032162
{'task_description': 0, 'doc_description': 0, 'answer_description': 1}, 0.20946687979968165
{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.2087351829541697
{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.20840273103645846
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.2082686288916648
{'task_description': 0, 'doc_description': 0, 'answer_description': 1}, 0.2081016459636752
{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.2077818459135452
{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.20727412861870886
{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.2068237150404028
{'task_description': 2, 'doc_description': 1, 'answer_description': 2}, 0.20679763724910644
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.20571330329926912
{'task_description': 0, 'doc_description': 0, 'answer_description': 1}, 0.20552828330374678
{'task_description': 0, 'doc_description': 1, 'answer_description': 3}, 0.20537482847318783
{'task_description': 1, 'doc_description': 1, 'answer_description': 1}, 0.2032141557880651
{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.20301489717013715
{'task_description': 0, 'doc_description': 0, 'answer_description': 3}, 0.20218329977500848
{'task_description': 0, 'doc_description': 0, 'answer_description': 3}, 0.1993486079293203
{'task_description': 0, 'doc_description': 0, 'answer_description': 2}, 0.19619473477832527
