{'task_description': 3, 'ctr_description': 3, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.7527687378591791
{'task_description': 2, 'ctr_description': 2, 'statement_description': 1, 'highlight_description': 1, 'answer_description': 0}, 0.7487689679429204
{'task_description': 1, 'ctr_description': 0, 'statement_description': 0, 'highlight_description': 0, 'answer_description': 1}, 0.744993624840621
{'task_description': 0, 'ctr_description': 1, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.7444825772188681
{'task_description': 4, 'ctr_description': 4, 'statement_description': 0, 'highlight_description': 0, 'answer_description': 2}, 0.7444825772188681
{'task_description': 7, 'ctr_description': 3, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.7362012987012987
{'task_description': 2, 'ctr_description': 6, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 4}, 0.7349933748343709
{'task_description': 6, 'ctr_description': 6, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.7198950879784065
{'task_description': 7, 'ctr_description': 3, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 4}, 0.7198879551820728
{'task_description': 5, 'ctr_description': 6, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 0}, 0.7159090909090908
{'task_description': 5, 'ctr_description': 2, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 5}, 0.7148217636022514
{'task_description': 2, 'ctr_description': 6, 'statement_description': 0, 'highlight_description': 2, 'answer_description': 3}, 0.7144217039504998
{'task_description': 8, 'ctr_description': 6, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 4}, 0.7089522280208751
{'task_description': 6, 'ctr_description': 5, 'statement_description': 2, 'highlight_description': 1, 'answer_description': 3}, 0.7041049173750595
{'task_description': 8, 'ctr_description': 2, 'statement_description': 3, 'highlight_description': 1, 'answer_description': 3}, 0.6992481203007519
{'task_description': 6, 'ctr_description': 3, 'statement_description': 0, 'highlight_description': 2, 'answer_description': 5}, 0.6992481203007519
{'task_description': 5, 'ctr_description': 6, 'statement_description': 3, 'highlight_description': 1, 'answer_description': 4}, 0.6948428440646933
{'task_description': 7, 'ctr_description': 3, 'statement_description': 3, 'highlight_description': 1, 'answer_description': 3}, 0.6943811217715875
{'task_description': 5, 'ctr_description': 6, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 6}, 0.6901587301587302
{'task_description': 5, 'ctr_description': 5, 'statement_description': 0, 'highlight_description': 2, 'answer_description': 5}, 0.6892230576441103
{'task_description': 7, 'ctr_description': 6, 'statement_description': 0, 'highlight_description': 1, 'answer_description': 5}, 0.6892230576441103
{'task_description': 7, 'ctr_description': 6, 'statement_description': 0, 'highlight_description': 2, 'answer_description': 0}, 0.6836634781953754
{'task_description': 7, 'ctr_description': 3, 'statement_description': 2, 'highlight_description': 1, 'answer_description': 6}, 0.6788438378161381
{'task_description': 8, 'ctr_description': 3, 'statement_description': 2, 'highlight_description': 2, 'answer_description': 3}, 0.6731615336266499
{'task_description': 2, 'ctr_description': 5, 'statement_description': 2, 'highlight_description': 1, 'answer_description': 0}, 0.6454182212696145
