{'task_description': 0, 'doc_description': 0, 'answer_description': 1}, 0.14583956661062264
{'task_description': 2, 'doc_description': 2, 'answer_description': 0}, 0.14208242587034212
{'task_description': 2, 'doc_description': 2, 'answer_description': 3}, 0.13987638940803684
{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.13940730683194447
{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.13887952285715008
{'task_description': 0, 'doc_description': 1, 'answer_description': 0}, 0.13884369932895488
{'task_description': 1, 'doc_description': 2, 'answer_description': 3}, 0.13758162484538092
{'task_description': 1, 'doc_description': 0, 'answer_description': 0}, 0.13748133267942822
{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.13681550212791496
{'task_description': 1, 'doc_description': 1, 'answer_description': 3}, 0.1366109647909655
{'task_description': 1, 'doc_description': 1, 'answer_description': 3}, 0.1358847123845128
{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.13466665134824407
{'task_description': 2, 'doc_description': 2, 'answer_description': 3}, 0.1343674509846036
{'task_description': 1, 'doc_description': 1, 'answer_description': 1}, 0.134011797356175
{'task_description': 1, 'doc_description': 1, 'answer_description': 0}, 0.13364338091255856
{'task_description': 1, 'doc_description': 0, 'answer_description': 3}, 0.13350669327537495
{'task_description': 1, 'doc_description': 0, 'answer_description': 0}, 0.1323152880167874
{'task_description': 1, 'doc_description': 1, 'answer_description': 1}, 0.1322614827439913
{'task_description': 1, 'doc_description': 0, 'answer_description': 0}, 0.13134697201140466
{'task_description': 1, 'doc_description': 0, 'answer_description': 0}, 0.13103341097409024
{'task_description': 1, 'doc_description': 0, 'answer_description': 0}, 0.12985237291910692
{'task_description': 0, 'doc_description': 0, 'answer_description': 3}, 0.12755963945593202
{'task_description': 2, 'doc_description': 0, 'answer_description': 2}, 0.12747890319296543
{'task_description': 1, 'doc_description': 0, 'answer_description': 2}, 0.12521094740432429
{'task_description': 1, 'doc_description': 0, 'answer_description': 2}, 0.1244556136286532
