{'task_description': 1, 'doc_description': 3, 'answer_description': 1}, 0.1402848180479451
{'task_description': 1, 'doc_description': 3, 'answer_description': 1}, 0.1371906814912713
{'task_description': 1, 'doc_description': 3, 'answer_description': 1}, 0.1363125266802155
{'task_description': 1, 'doc_description': 3, 'answer_description': 2}, 0.13569978959265466
{'task_description': 1, 'doc_description': 3, 'answer_description': 2}, 0.13466225435919418
{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.13442199076990052
{'task_description': 1, 'doc_description': 1, 'answer_description': 2}, 0.13347230640350985
{'task_description': 1, 'doc_description': 3, 'answer_description': 0}, 0.13311344567053293
{'task_description': 1, 'doc_description': 4, 'answer_description': 0}, 0.1319151234942645
{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.1318303294459264
{'task_description': 1, 'doc_description': 2, 'answer_description': 0}, 0.1308933514574958
{'task_description': 0, 'doc_description': 4, 'answer_description': 1}, 0.12905823569537114
{'task_description': 0, 'doc_description': 2, 'answer_description': 2}, 0.1278611147898724
{'task_description': 0, 'doc_description': 0, 'answer_description': 1}, 0.1273163695244837
{'task_description': 1, 'doc_description': 1, 'answer_description': 1}, 0.12625877678015965
{'task_description': 1, 'doc_description': 2, 'answer_description': 0}, 0.12565230701031296
{'task_description': 0, 'doc_description': 1, 'answer_description': 0}, 0.12342840543080895
{'task_description': 0, 'doc_description': 4, 'answer_description': 2}, 0.12342028902702358
{'task_description': 0, 'doc_description': 3, 'answer_description': 1}, 0.12325854497231974
{'task_description': 0, 'doc_description': 4, 'answer_description': 2}, 0.12172299140546165
{'task_description': 0, 'doc_description': 0, 'answer_description': 2}, 0.12167633492760384
{'task_description': 0, 'doc_description': 0, 'answer_description': 2}, 0.1211399059148985
{'task_description': 0, 'doc_description': 1, 'answer_description': 2}, 0.11967267969296268
{'task_description': 0, 'doc_description': 0, 'answer_description': 2}, 0.11932239477106245
{'task_description': 0, 'doc_description': 3, 'answer_description': 2}, 0.11925727073666388
