{'task_description': 1, 'doc_description': 1, 'answer_description': 1}, 0.17047554168204385
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.16341245555956638
{'task_description': 1, 'doc_description': 2, 'answer_description': 2}, 0.16133308756145062
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.16127978889351213
{'task_description': 1, 'doc_description': 3, 'answer_description': 1}, 0.15633345801601004
{'task_description': 1, 'doc_description': 2, 'answer_description': 1}, 0.14724865277170726
{'task_description': 1, 'doc_description': 2, 'answer_description': 0}, 0.14554038655298523
{'task_description': 4, 'doc_description': 2, 'answer_description': 1}, 0.14426427050200427
{'task_description': 3, 'doc_description': 2, 'answer_description': 1}, 0.1417917269271273
{'task_description': 2, 'doc_description': 5, 'answer_description': 0}, 0.14081911310269243
{'task_description': 3, 'doc_description': 2, 'answer_description': 1}, 0.14023087992153113
{'task_description': 3, 'doc_description': 4, 'answer_description': 0}, 0.1393697858671509
{'task_description': 2, 'doc_description': 2, 'answer_description': 1}, 0.13860327350916918
{'task_description': 3, 'doc_description': 2, 'answer_description': 0}, 0.1380761019045729
{'task_description': 1, 'doc_description': 2, 'answer_description': 3}, 0.13791057680344831
{'task_description': 1, 'doc_description': 4, 'answer_description': 0}, 0.1363579553273175
{'task_description': 4, 'doc_description': 2, 'answer_description': 0}, 0.13335217315881384
{'task_description': 0, 'doc_description': 2, 'answer_description': 1}, 0.13286615203539556
{'task_description': 0, 'doc_description': 2, 'answer_description': 3}, 0.13140844762090167
{'task_description': 0, 'doc_description': 6, 'answer_description': 3}, 0.1307165728515619
{'task_description': 0, 'doc_description': 2, 'answer_description': 3}, 0.12636072478904065
{'task_description': 0, 'doc_description': 5, 'answer_description': 1}, 0.12474162862388131
{'task_description': 4, 'doc_description': 5, 'answer_description': 0}, 0.12320841390589969
{'task_description': 3, 'doc_description': 4, 'answer_description': 1}, 0.12047069724401648
{'task_description': 4, 'doc_description': 4, 'answer_description': 1}, 0.11653380946414373
