{'task_description': 2, 'doc_description': 1, 'answer_description': 1}, 0.20532797491441382
{'task_description': 0, 'doc_description': 1, 'answer_description': 0}, 0.2046980586856621
{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.20232372004351146
{'task_description': 2, 'doc_description': 1, 'answer_description': 0}, 0.19976667718770114
{'task_description': 2, 'doc_description': 1, 'answer_description': 0}, 0.1972681434586143
{'task_description': 2, 'doc_description': 0, 'answer_description': 0}, 0.18776878914781683
{'task_description': 0, 'doc_description': 0, 'answer_description': 1}, 0.18692261030433682
{'task_description': 2, 'doc_description': 0, 'answer_description': 0}, 0.18665585946396668
{'task_description': 2, 'doc_description': 0, 'answer_description': 0}, 0.18509532514902702
{'task_description': 2, 'doc_description': 0, 'answer_description': 0}, 0.1849896223139093
{'task_description': 2, 'doc_description': 0, 'answer_description': 0}, 0.1844224350271391
{'task_description': 2, 'doc_description': 0, 'answer_description': 0}, 0.18385174624457135
{'task_description': 2, 'doc_description': 0, 'answer_description': 0}, 0.18296634659435534
{'task_description': 2, 'doc_description': 0, 'answer_description': 0}, 0.18258914635378315
{'task_description': 2, 'doc_description': 0, 'answer_description': 0}, 0.18252456271331552
{'task_description': 1, 'doc_description': 0, 'answer_description': 0}, 0.1820218523665979
{'task_description': 0, 'doc_description': 0, 'answer_description': 1}, 0.1819956192004991
{'task_description': 2, 'doc_description': 0, 'answer_description': 0}, 0.18142721057743966
{'task_description': 2, 'doc_description': 0, 'answer_description': 0}, 0.18015876105762113
{'task_description': 1, 'doc_description': 0, 'answer_description': 0}, 0.17965556480918393
{'task_description': 2, 'doc_description': 0, 'answer_description': 0}, 0.17950824946378305
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.17892768887382055
{'task_description': 0, 'doc_description': 0, 'answer_description': 1}, 0.17722089996344106
{'task_description': 1, 'doc_description': 0, 'answer_description': 0}, 0.17700976948483665
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.17533931536218433
