{'task_description': 1, 'doc_description': 2, 'answer_description': 1}, 0.21437619313458373
{'task_description': 1, 'doc_description': 2, 'answer_description': 1}, 0.20844936513044388
{'task_description': 0, 'doc_description': 2, 'answer_description': 1}, 0.20712179007002518
{'task_description': 0, 'doc_description': 2, 'answer_description': 1}, 0.20611695935933771
{'task_description': 3, 'doc_description': 2, 'answer_description': 1}, 0.20597715834631608
{'task_description': 3, 'doc_description': 2, 'answer_description': 1}, 0.20581343285565393
{'task_description': 0, 'doc_description': 2, 'answer_description': 1}, 0.2045364486132638
{'task_description': 2, 'doc_description': 2, 'answer_description': 1}, 0.20371160860509752
{'task_description': 0, 'doc_description': 2, 'answer_description': 2}, 0.20347731701318444
{'task_description': 3, 'doc_description': 2, 'answer_description': 1}, 0.20269816552880765
{'task_description': 0, 'doc_description': 2, 'answer_description': 1}, 0.20198824744861316
{'task_description': 0, 'doc_description': 2, 'answer_description': 1}, 0.2001476619890113
{'task_description': 1, 'doc_description': 2, 'answer_description': 2}, 0.19774215174726067
{'task_description': 1, 'doc_description': 2, 'answer_description': 2}, 0.19696742708821807
{'task_description': 2, 'doc_description': 2, 'answer_description': 2}, 0.192261692772191
{'task_description': 2, 'doc_description': 2, 'answer_description': 2}, 0.19181424065699443
{'task_description': 2, 'doc_description': 1, 'answer_description': 1}, 0.1902097836024355
{'task_description': 3, 'doc_description': 2, 'answer_description': 2}, 0.18964571857068555
{'task_description': 3, 'doc_description': 1, 'answer_description': 2}, 0.18502299308477504
{'task_description': 2, 'doc_description': 1, 'answer_description': 2}, 0.1850210738143232
{'task_description': 0, 'doc_description': 2, 'answer_description': 0}, 0.18439084803278777
{'task_description': 3, 'doc_description': 0, 'answer_description': 0}, 0.1841279655882951
{'task_description': 1, 'doc_description': 0, 'answer_description': 0}, 0.18377134709872484
{'task_description': 3, 'doc_description': 1, 'answer_description': 2}, 0.18075816583582183
{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.18026646645679628
