{'task_description': 1, 'doc_description': 0, 'answer_description': 0}, 0.2120431130927641
{'task_description': 1, 'doc_description': 1, 'answer_description': 3}, 0.21200485051125045
{'task_description': 1, 'doc_description': 0, 'answer_description': 2}, 0.21199324745296783
{'task_description': 0, 'doc_description': 1, 'answer_description': 0}, 0.21064948509134962
{'task_description': 1, 'doc_description': 1, 'answer_description': 1}, 0.21058499941018752
{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.210363059357663
{'task_description': 1, 'doc_description': 1, 'answer_description': 1}, 0.20991935058540065
{'task_description': 1, 'doc_description': 1, 'answer_description': 1}, 0.20971861875312156
{'task_description': 1, 'doc_description': 0, 'answer_description': 0}, 0.20914244596657544
{'task_description': 0, 'doc_description': 0, 'answer_description': 2}, 0.20913122709263704
{'task_description': 0, 'doc_description': 1, 'answer_description': 1}, 0.20843006700440447
{'task_description': 1, 'doc_description': 1, 'answer_description': 0}, 0.20783982936170634
{'task_description': 0, 'doc_description': 0, 'answer_description': 1}, 0.2054958608874961
{'task_description': 1, 'doc_description': 0, 'answer_description': 3}, 0.20513737865319845
{'task_description': 1, 'doc_description': 0, 'answer_description': 0}, 0.20502748148310695
{'task_description': 1, 'doc_description': 1, 'answer_description': 2}, 0.2040914650781259
{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.20388445991400928
{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.2037936946659457
{'task_description': 1, 'doc_description': 0, 'answer_description': 1}, 0.2034094604127048
{'task_description': 1, 'doc_description': 0, 'answer_description': 0}, 0.20329619257475232
{'task_description': 1, 'doc_description': 1, 'answer_description': 2}, 0.2025632149501158
{'task_description': 1, 'doc_description': 1, 'answer_description': 0}, 0.20253177504211436
{'task_description': 1, 'doc_description': 1, 'answer_description': 0}, 0.20221132544092302
{'task_description': 0, 'doc_description': 0, 'answer_description': 0}, 0.2018419085123313
{'task_description': 1, 'doc_description': 1, 'answer_description': 0}, 0.20134830877572935
